# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-10-19 03:21:15 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11519500 SCOTT R NR FORT JONES CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11519500
#            TS   parameter     statistic     Description
#         11850       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	11850_00060_00003	11850_00060_00003_cd
USGS	11519500	2020-10-11	6.90	A
USGS	11519500	2020-10-12	7.17	A
USGS	11519500	2020-10-13	6.89	A
USGS	11519500	2020-10-14	6.59	A
USGS	11519500	2020-10-15	6.72	A
USGS	11519500	2020-10-16	6.86	A
USGS	11519500	2020-10-17	4.92	A
USGS	11519500	2020-10-18	4.95	A
USGS	11519500	2020-10-19	6.68	A
USGS	11519500	2020-10-20	7.17	A
USGS	11519500	2020-10-21	7.34	A
USGS	11519500	2020-10-22	7.32	A
USGS	11519500	2020-10-23	7.64	A
USGS	11519500	2020-10-24	8.10	A
USGS	11519500	2020-10-25	8.02	A
USGS	11519500	2020-10-26	8.24	A
USGS	11519500	2020-10-27	8.14	A
USGS	11519500	2020-10-28	8.39	A
USGS	11519500	2020-10-29	8.48	A
USGS	11519500	2020-10-30	8.45	A
USGS	11519500	2020-10-31	8.05	A
USGS	11519500	2020-11-01	6.25	A
USGS	11519500	2020-11-02	7.81	A
USGS	11519500	2020-11-03	8.48	A
USGS	11519500	2020-11-04	8.54	A
USGS	11519500	2020-11-05	8.71	A
USGS	11519500	2020-11-06	9.02	A
USGS	11519500	2020-11-07	8.95	A
USGS	11519500	2020-11-08	8.95	A
USGS	11519500	2020-11-09	8.88	A
USGS	11519500	2020-11-10	8.85	A
USGS	11519500	2020-11-11	8.85	A
USGS	11519500	2020-11-12	8.88	A
USGS	11519500	2020-11-13	9.59	A
USGS	11519500	2020-11-14	8.89	A
USGS	11519500	2020-11-15	16.3	A
USGS	11519500	2020-11-16	35.0	A
USGS	11519500	2020-11-17	18.2	A
USGS	11519500	2020-11-18	33.7	A
USGS	11519500	2020-11-19	27.4	A
USGS	11519500	2020-11-20	19.1	A
USGS	11519500	2020-11-21	15.2	A
USGS	11519500	2020-11-22	12.8	A
USGS	11519500	2020-11-23	11.2	A
USGS	11519500	2020-11-24	10.7	A
USGS	11519500	2020-11-25	10.3	A
USGS	11519500	2020-11-26	9.95	A
USGS	11519500	2020-11-27	10.1	A
USGS	11519500	2020-11-28	10.1	A
USGS	11519500	2020-11-29	10.1	A
USGS	11519500	2020-11-30	10.2	A
USGS	11519500	2020-12-01	9.98	A
USGS	11519500	2020-12-02	9.91	A
USGS	11519500	2020-12-03	9.70	A
USGS	11519500	2020-12-04	9.85	A
USGS	11519500	2020-12-05	10.0	A
USGS	11519500	2020-12-06	10.0	A
USGS	11519500	2020-12-07	9.77	A
USGS	11519500	2020-12-08	9.94	A
USGS	11519500	2020-12-09	10.1	A
USGS	11519500	2020-12-10	10.5	A
USGS	11519500	2020-12-11	14.1	A
USGS	11519500	2020-12-12	18.3	A
USGS	11519500	2020-12-13	21.5	A
USGS	11519500	2020-12-14	23.3	A
USGS	11519500	2020-12-15	27.8	A
USGS	11519500	2020-12-16	33.5	A
USGS	11519500	2020-12-17	133	A
USGS	11519500	2020-12-18	124	A
USGS	11519500	2020-12-19	100	A
USGS	11519500	2020-12-20	93.1	A
USGS	11519500	2020-12-21	90.4	A
USGS	11519500	2020-12-22	88.6	A
USGS	11519500	2020-12-23	83.0	A
USGS	11519500	2020-12-24	78.5	A
USGS	11519500	2020-12-25	78.6	A
USGS	11519500	2020-12-26	92.2	A
USGS	11519500	2020-12-27	96.0	A
USGS	11519500	2020-12-28	89.3	A
USGS	11519500	2020-12-29	82.0	A
USGS	11519500	2020-12-30	79.7	A
USGS	11519500	2020-12-31	83.8	A
USGS	11519500	2021-01-01	84.5	A
USGS	11519500	2021-01-02	87.7	A
USGS	11519500	2021-01-03	97.4	A
USGS	11519500	2021-01-04	147	A
USGS	11519500	2021-01-05	203	A
USGS	11519500	2021-01-06	196	A
USGS	11519500	2021-01-07	194	A
USGS	11519500	2021-01-08	190	A
USGS	11519500	2021-01-09	184	A
USGS	11519500	2021-01-10	173	A
USGS	11519500	2021-01-11	161	A
USGS	11519500	2021-01-12	222	A
USGS	11519500	2021-01-13	1310	A
USGS	11519500	2021-01-14	1280	A
USGS	11519500	2021-01-15	856	A
USGS	11519500	2021-01-16	659	A
USGS	11519500	2021-01-17	540	A
USGS	11519500	2021-01-18	468	A
USGS	11519500	2021-01-19	421	A
USGS	11519500	2021-01-20	376	A
USGS	11519500	2021-01-21	344	A
USGS	11519500	2021-01-22	317	A
USGS	11519500	2021-01-23	290	A
USGS	11519500	2021-01-24	271	A
USGS	11519500	2021-01-25	257	A:e
USGS	11519500	2021-01-26	241	A:e
USGS	11519500	2021-01-27	235	A:e
USGS	11519500	2021-01-28	240	A:e
USGS	11519500	2021-01-29	225	A:e
USGS	11519500	2021-01-30	210	A:e
USGS	11519500	2021-01-31	216	A:e
USGS	11519500	2021-02-01	228	A:e
USGS	11519500	2021-02-02	263	A:e
USGS	11519500	2021-02-03	301	A
USGS	11519500	2021-02-04	283	A
USGS	11519500	2021-02-05	264	A
USGS	11519500	2021-02-06	253	A
USGS	11519500	2021-02-07	246	A
USGS	11519500	2021-02-08	242	A
USGS	11519500	2021-02-09	236	A
USGS	11519500	2021-02-10	228	A
USGS	11519500	2021-02-11	227	A
USGS	11519500	2021-02-12	265	A
USGS	11519500	2021-02-13	312	A
USGS	11519500	2021-02-14	351	A
USGS	11519500	2021-02-15	406	A
USGS	11519500	2021-02-16	506	A
USGS	11519500	2021-02-17	448	A
USGS	11519500	2021-02-18	415	A
USGS	11519500	2021-02-19	495	A
USGS	11519500	2021-02-20	508	A
USGS	11519500	2021-02-21	456	A
USGS	11519500	2021-02-22	418	A
USGS	11519500	2021-02-23	393	A
USGS	11519500	2021-02-24	371	A
USGS	11519500	2021-02-25	352	A
USGS	11519500	2021-02-26	337	A
USGS	11519500	2021-02-27	320	A
USGS	11519500	2021-02-28	302	A
USGS	11519500	2021-03-01	293	A
USGS	11519500	2021-03-02	284	A
USGS	11519500	2021-03-03	279	A
USGS	11519500	2021-03-04	270	A
USGS	11519500	2021-03-05	264	A
USGS	11519500	2021-03-06	285	A
USGS	11519500	2021-03-07	305	A
USGS	11519500	2021-03-08	294	A
USGS	11519500	2021-03-09	280	A
USGS	11519500	2021-03-10	276	A
USGS	11519500	2021-03-11	270	A
USGS	11519500	2021-03-12	259	A
USGS	11519500	2021-03-13	251	A
USGS	11519500	2021-03-14	253	A
USGS	11519500	2021-03-15	257	A
USGS	11519500	2021-03-16	254	A
USGS	11519500	2021-03-17	246	A
USGS	11519500	2021-03-18	244	A
USGS	11519500	2021-03-19	249	A
USGS	11519500	2021-03-20	254	A
USGS	11519500	2021-03-21	249	A
USGS	11519500	2021-03-22	245	A
USGS	11519500	2021-03-23	240	A
USGS	11519500	2021-03-24	238	A
USGS	11519500	2021-03-25	237	A
USGS	11519500	2021-03-26	229	A
USGS	11519500	2021-03-27	221	A
USGS	11519500	2021-03-28	223	A
USGS	11519500	2021-03-29	241	A
USGS	11519500	2021-03-30	254	A
USGS	11519500	2021-03-31	255	A
USGS	11519500	2021-04-01	255	A
USGS	11519500	2021-04-02	277	A
USGS	11519500	2021-04-03	304	A
USGS	11519500	2021-04-04	333	A
USGS	11519500	2021-04-05	362	A
USGS	11519500	2021-04-06	368	A
USGS	11519500	2021-04-07	366	A
USGS	11519500	2021-04-08	383	A
USGS	11519500	2021-04-09	383	A
USGS	11519500	2021-04-10	373	A
USGS	11519500	2021-04-11	370	A
USGS	11519500	2021-04-12	372	A
USGS	11519500	2021-04-13	363	A
USGS	11519500	2021-04-14	350	A
USGS	11519500	2021-04-15	325	A
USGS	11519500	2021-04-16	308	A
USGS	11519500	2021-04-17	311	A
USGS	11519500	2021-04-18	327	A
USGS	11519500	2021-04-19	373	A
USGS	11519500	2021-04-20	439	A
USGS	11519500	2021-04-21	467	A
USGS	11519500	2021-04-22	449	A
USGS	11519500	2021-04-23	443	A
USGS	11519500	2021-04-24	448	A
USGS	11519500	2021-04-25	452	A
USGS	11519500	2021-04-26	425	A
USGS	11519500	2021-04-27	372	A
USGS	11519500	2021-04-28	335	A
USGS	11519500	2021-04-29	315	A
USGS	11519500	2021-04-30	363	A
USGS	11519500	2021-05-01	472	A
USGS	11519500	2021-05-02	554	A
USGS	11519500	2021-05-03	526	A
USGS	11519500	2021-05-04	471	A
USGS	11519500	2021-05-05	471	A
USGS	11519500	2021-05-06	500	A
USGS	11519500	2021-05-07	523	A
USGS	11519500	2021-05-08	461	A
USGS	11519500	2021-05-09	413	A
USGS	11519500	2021-05-10	387	A
USGS	11519500	2021-05-11	359	A
USGS	11519500	2021-05-12	342	A
USGS	11519500	2021-05-13	362	A
USGS	11519500	2021-05-14	395	A
USGS	11519500	2021-05-15	414	A
USGS	11519500	2021-05-16	422	A
USGS	11519500	2021-05-17	396	A
USGS	11519500	2021-05-18	363	A
USGS	11519500	2021-05-19	325	A
USGS	11519500	2021-05-20	303	A
USGS	11519500	2021-05-21	280	A
USGS	11519500	2021-05-22	256	A
USGS	11519500	2021-05-23	235	A
USGS	11519500	2021-05-24	221	A
USGS	11519500	2021-05-25	202	A
USGS	11519500	2021-05-26	184	A
USGS	11519500	2021-05-27	179	A
USGS	11519500	2021-05-28	170	A
USGS	11519500	2021-05-29	162	A
USGS	11519500	2021-05-30	156	A
USGS	11519500	2021-05-31	150	A
USGS	11519500	2021-06-01	147	A
USGS	11519500	2021-06-02	148	A
USGS	11519500	2021-06-03	149	A
USGS	11519500	2021-06-04	141	A
USGS	11519500	2021-06-05	132	A
USGS	11519500	2021-06-06	126	A
USGS	11519500	2021-06-07	121	A
USGS	11519500	2021-06-08	114	A
USGS	11519500	2021-06-09	111	A
USGS	11519500	2021-06-10	105	A
USGS	11519500	2021-06-11	99.3	A
USGS	11519500	2021-06-12	98.6	A
USGS	11519500	2021-06-13	95.0	A
USGS	11519500	2021-06-14	89.1	A
USGS	11519500	2021-06-15	83.1	A
USGS	11519500	2021-06-16	77.0	A
USGS	11519500	2021-06-17	71.7	A
USGS	11519500	2021-06-18	66.6	A
USGS	11519500	2021-06-19	60.5	A
USGS	11519500	2021-06-20	53.9	A
USGS	11519500	2021-06-21	47.5	A
USGS	11519500	2021-06-22	42.4	A
USGS	11519500	2021-06-23	36.8	A
USGS	11519500	2021-06-24	31.3	A
USGS	11519500	2021-06-25	26.7	A
USGS	11519500	2021-06-26	22.6	A
USGS	11519500	2021-06-27	18.3	A
USGS	11519500	2021-06-28	16.4	A
USGS	11519500	2021-06-29	15.4	A
USGS	11519500	2021-06-30	14.4	A
USGS	11519500	2021-07-01	13.5	A
USGS	11519500	2021-07-02	13.0	A
USGS	11519500	2021-07-03	12.1	A
USGS	11519500	2021-07-04	12.2	A
USGS	11519500	2021-07-05	11.3	A
USGS	11519500	2021-07-06	9.94	A
USGS	11519500	2021-07-07	9.72	A
USGS	11519500	2021-07-08	9.43	A
USGS	11519500	2021-07-09	9.12	A
USGS	11519500	2021-07-10	8.70	A
USGS	11519500	2021-07-11	8.17	A
USGS	11519500	2021-07-12	7.82	A
USGS	11519500	2021-07-13	7.31	A
USGS	11519500	2021-07-14	7.43	A
USGS	11519500	2021-07-15	8.61	A
USGS	11519500	2021-07-16	5.97	A
USGS	11519500	2021-07-17	5.17	A
USGS	11519500	2021-07-18	5.42	A
USGS	11519500	2021-07-19	5.68	A
USGS	11519500	2021-07-20	5.69	A
USGS	11519500	2021-07-21	5.55	A
USGS	11519500	2021-07-22	5.30	A
USGS	11519500	2021-07-23	5.17	A
USGS	11519500	2021-07-24	5.94	A
USGS	11519500	2021-07-25	8.24	A
USGS	11519500	2021-07-26	8.45	A
USGS	11519500	2021-07-27	8.56	A
USGS	11519500	2021-07-28	8.87	A
USGS	11519500	2021-07-29	7.95	A
USGS	11519500	2021-07-30	8.33	A
USGS	11519500	2021-07-31	8.64	A
USGS	11519500	2021-08-01	8.58	A
USGS	11519500	2021-08-02	8.52	A
USGS	11519500	2021-08-03	8.76	A
USGS	11519500	2021-08-04	8.61	A
USGS	11519500	2021-08-05	8.52	A
USGS	11519500	2021-08-06	8.37	A
USGS	11519500	2021-08-07	9.02	A
USGS	11519500	2021-08-08	9.54	A
USGS	11519500	2021-08-09	9.62	A
USGS	11519500	2021-08-10	10.1	A
USGS	11519500	2021-08-11	10.4	A
USGS	11519500	2021-08-12	9.62	A
USGS	11519500	2021-08-13	8.18	A
USGS	11519500	2021-08-14	9.26	A
USGS	11519500	2021-08-15	9.41	A
USGS	11519500	2021-08-16	9.49	A
USGS	11519500	2021-08-17	9.30	A
USGS	11519500	2021-08-18	9.64	A
USGS	11519500	2021-08-19	8.97	A
USGS	11519500	2021-08-20	8.66	A
USGS	11519500	2021-08-21	8.94	A
USGS	11519500	2021-08-22	9.63	A
USGS	11519500	2021-08-23	10.1	A
USGS	11519500	2021-08-24	9.75	A
USGS	11519500	2021-08-25	9.12	A
USGS	11519500	2021-08-26	8.48	A
USGS	11519500	2021-08-27	8.19	A
USGS	11519500	2021-08-28	8.01	A
USGS	11519500	2021-08-29	8.07	A
USGS	11519500	2021-08-30	7.95	A
USGS	11519500	2021-08-31	8.22	A
USGS	11519500	2021-09-01	8.37	A
USGS	11519500	2021-09-02	8.47	A
USGS	11519500	2021-09-03	8.63	A
USGS	11519500	2021-09-04	8.27	A
USGS	11519500	2021-09-05	7.70	A
USGS	11519500	2021-09-06	7.68	A
USGS	11519500	2021-09-07	8.17	A
USGS	11519500	2021-09-08	8.62	A
USGS	11519500	2021-09-09	9.40	A
USGS	11519500	2021-09-10	10.1	A
USGS	11519500	2021-09-11	9.78	A
USGS	11519500	2021-09-12	9.61	A
USGS	11519500	2021-09-13	9.61	A
USGS	11519500	2021-09-14	9.62	A
USGS	11519500	2021-09-15	9.24	A
USGS	11519500	2021-09-16	9.08	A
USGS	11519500	2021-09-17	9.55	A
USGS	11519500	2021-09-18	10.4	A
USGS	11519500	2021-09-19	10.8	A
USGS	11519500	2021-09-20	10.4	A
USGS	11519500	2021-09-21	10.3	A
USGS	11519500	2021-09-22	10.2	A
USGS	11519500	2021-09-23	10.2	A
USGS	11519500	2021-09-24	10.3	A
USGS	11519500	2021-09-25	10.2	A
USGS	11519500	2021-09-26	9.92	A
USGS	11519500	2021-09-27	10.2	A
USGS	11519500	2021-09-28	10.1	A
USGS	11519500	2021-09-29	9.83	A
USGS	11519500	2021-09-30	9.69	A
USGS	11519500	2021-10-01	9.29	A
USGS	11519500	2021-10-02	9.33	A
USGS	11519500	2021-10-03	9.08	A
USGS	11519500	2021-10-04	8.62	A
USGS	11519500	2021-10-05	8.55	A
USGS	11519500	2021-10-06	8.67	A
USGS	11519500	2021-10-07	8.57	A
USGS	11519500	2021-10-08	8.69	A
USGS	11519500	2021-10-09	8.52	A
USGS	11519500	2021-10-10	8.49	A
USGS	11519500	2021-10-11	8.91	A
USGS	11519500	2021-10-12	9.01	A
USGS	11519500	2021-10-13	9.28	A
USGS	11519500	2021-10-14	9.31	A
USGS	11519500	2021-10-15	9.57	A
USGS	11519500	2021-10-16	9.43	A
USGS	11519500	2021-10-17	9.49	A
USGS	11519500	2021-10-18	9.86	A
USGS	11519500	2021-10-19	10.1	A
USGS	11519500	2021-10-20	10.5	A
USGS	11519500	2021-10-21	10.6	A
USGS	11519500	2021-10-22	11.3	A
USGS	11519500	2021-10-23	10.8	A
USGS	11519500	2021-10-24	71.7	A
USGS	11519500	2021-10-25	501	A
USGS	11519500	2021-10-26	242	A
USGS	11519500	2021-10-27	215	A
USGS	11519500	2021-10-28	250	A
USGS	11519500	2021-10-29	197	A
USGS	11519500	2021-10-30	164	A
USGS	11519500	2021-10-31	145	A
USGS	11519500	2021-11-01	135	A
USGS	11519500	2021-11-02	156	A
USGS	11519500	2021-11-03	175	A
USGS	11519500	2021-11-04	190	A
USGS	11519500	2021-11-05	255	A
USGS	11519500	2021-11-06	237	A
USGS	11519500	2021-11-07	213	A
USGS	11519500	2021-11-08	185	A
USGS	11519500	2021-11-09	187	A
USGS	11519500	2021-11-10	231	A
USGS	11519500	2021-11-11	246	A
USGS	11519500	2021-11-12	296	A
USGS	11519500	2021-11-13	264	A
USGS	11519500	2021-11-14	238	A
USGS	11519500	2021-11-15	220	A
USGS	11519500	2021-11-16	210	A
USGS	11519500	2021-11-17	198	A
USGS	11519500	2021-11-18	182	A
USGS	11519500	2021-11-19	175	A
USGS	11519500	2021-11-20	172	A
USGS	11519500	2021-11-21	159	A
USGS	11519500	2021-11-22	148	A
USGS	11519500	2021-11-23	140	A
USGS	11519500	2021-11-24	130	A
USGS	11519500	2021-11-25	123	A
USGS	11519500	2021-11-26	119	A
USGS	11519500	2021-11-27	115	A
USGS	11519500	2021-11-28	110	A
USGS	11519500	2021-11-29	109	A
USGS	11519500	2021-11-30	105	A
USGS	11519500	2021-12-01	102	A
USGS	11519500	2021-12-02	100	A
USGS	11519500	2021-12-03	98.5	A
USGS	11519500	2021-12-04	96.8	A
USGS	11519500	2021-12-05	94.3	A
USGS	11519500	2021-12-06	93.8	A
USGS	11519500	2021-12-07	94.1	A
USGS	11519500	2021-12-08	95.1	A
USGS	11519500	2021-12-09	94.1	A
USGS	11519500	2021-12-10	91.2	A
USGS	11519500	2021-12-11	92.5	A
USGS	11519500	2021-12-12	101	A
USGS	11519500	2021-12-13	105	A
USGS	11519500	2021-12-14	110	A
USGS	11519500	2021-12-15	115	A
USGS	11519500	2021-12-16	112	A
USGS	11519500	2021-12-17	110	A
USGS	11519500	2021-12-18	108	A
USGS	11519500	2021-12-19	110	A
USGS	11519500	2021-12-20	113	A
USGS	11519500	2021-12-21	112	A
USGS	11519500	2021-12-22	115	A
USGS	11519500	2021-12-23	139	A
USGS	11519500	2021-12-24	173	A
USGS	11519500	2021-12-25	177	A
USGS	11519500	2021-12-26	168	A
USGS	11519500	2021-12-27	161	A
USGS	11519500	2021-12-28	157	A
USGS	11519500	2021-12-29	152	A
USGS	11519500	2021-12-30	146	A
USGS	11519500	2021-12-31	141	A
USGS	11519500	2022-01-01	133	A
USGS	11519500	2022-01-02	129	A
USGS	11519500	2022-01-03	141	A
USGS	11519500	2022-01-04	193	A
USGS	11519500	2022-01-05	237	A
USGS	11519500	2022-01-06	309	A
USGS	11519500	2022-01-07	405	A
USGS	11519500	2022-01-08	477	A
USGS	11519500	2022-01-09	416	A
USGS	11519500	2022-01-10	362	A
USGS	11519500	2022-01-11	325	A
USGS	11519500	2022-01-12	306	A
USGS	11519500	2022-01-13	300	A
USGS	11519500	2022-01-14	299	A
USGS	11519500	2022-01-15	300	A
USGS	11519500	2022-01-16	293	A
USGS	11519500	2022-01-17	287	A
USGS	11519500	2022-01-18	279	A
USGS	11519500	2022-01-19	271	A
USGS	11519500	2022-01-20	265	A
USGS	11519500	2022-01-21	267	A
USGS	11519500	2022-01-22	271	A
USGS	11519500	2022-01-23	266	A
USGS	11519500	2022-01-24	264	A
USGS	11519500	2022-01-25	261	A
USGS	11519500	2022-01-26	259	A
USGS	11519500	2022-01-27	251	A
USGS	11519500	2022-01-28	246	A
USGS	11519500	2022-01-29	242	A
USGS	11519500	2022-01-30	239	A
USGS	11519500	2022-01-31	235	A
USGS	11519500	2022-02-01	230	A
USGS	11519500	2022-02-02	218	A
USGS	11519500	2022-02-03	208	A
USGS	11519500	2022-02-04	194	A
USGS	11519500	2022-02-05	186	A
USGS	11519500	2022-02-06	183	A
USGS	11519500	2022-02-07	184	A
USGS	11519500	2022-02-08	185	A
USGS	11519500	2022-02-09	188	A
USGS	11519500	2022-02-10	193	A
USGS	11519500	2022-02-11	216	A
USGS	11519500	2022-02-12	247	A
USGS	11519500	2022-02-13	271	A
USGS	11519500	2022-02-14	299	A
USGS	11519500	2022-02-15	316	A
USGS	11519500	2022-02-16	304	A
USGS	11519500	2022-02-17	285	A
USGS	11519500	2022-02-18	271	A
USGS	11519500	2022-02-19	261	A
USGS	11519500	2022-02-20	260	A
USGS	11519500	2022-02-21	259	A
USGS	11519500	2022-02-22	255	A
USGS	11519500	2022-02-23	242	A
USGS	11519500	2022-02-24	227	A
USGS	11519500	2022-02-25	222	A
USGS	11519500	2022-02-26	216	A
USGS	11519500	2022-02-27	214	A
USGS	11519500	2022-02-28	216	A
USGS	11519500	2022-03-01	228	A
USGS	11519500	2022-03-02	255	A
USGS	11519500	2022-03-03	284	A
USGS	11519500	2022-03-04	309	A
USGS	11519500	2022-03-05	299	A
USGS	11519500	2022-03-06	277	A
USGS	11519500	2022-03-07	265	A
USGS	11519500	2022-03-08	257	A
USGS	11519500	2022-03-09	251	A
USGS	11519500	2022-03-10	239	A
USGS	11519500	2022-03-11	226	A
USGS	11519500	2022-03-12	222	A
USGS	11519500	2022-03-13	231	A
USGS	11519500	2022-03-14	226	A
USGS	11519500	2022-03-15	258	A
USGS	11519500	2022-03-16	352	A
USGS	11519500	2022-03-17	337	A
USGS	11519500	2022-03-18	320	A
USGS	11519500	2022-03-19	316	A
USGS	11519500	2022-03-20	310	A
USGS	11519500	2022-03-21	297	A
USGS	11519500	2022-03-22	290	A
USGS	11519500	2022-03-23	344	A
USGS	11519500	2022-03-24	432	A
USGS	11519500	2022-03-25	456	A
USGS	11519500	2022-03-26	508	A
USGS	11519500	2022-03-27	519	A
USGS	11519500	2022-03-28	500	A
USGS	11519500	2022-03-29	472	A
USGS	11519500	2022-03-30	462	A
USGS	11519500	2022-03-31	430	A
USGS	11519500	2022-04-01	378	A
USGS	11519500	2022-04-02	338	A
USGS	11519500	2022-04-03	310	A
USGS	11519500	2022-04-04	306	A
USGS	11519500	2022-04-05	315	A
USGS	11519500	2022-04-06	283	A
USGS	11519500	2022-04-07	258	A
USGS	11519500	2022-04-08	257	A
USGS	11519500	2022-04-09	287	A
USGS	11519500	2022-04-10	276	A
USGS	11519500	2022-04-11	266	A
USGS	11519500	2022-04-12	256	A
USGS	11519500	2022-04-13	248	A
USGS	11519500	2022-04-14	243	A
USGS	11519500	2022-04-15	236	A
USGS	11519500	2022-04-16	238	A
USGS	11519500	2022-04-17	238	A
USGS	11519500	2022-04-18	234	A
USGS	11519500	2022-04-19	242	A
USGS	11519500	2022-04-20	250	A
USGS	11519500	2022-04-21	272	A
USGS	11519500	2022-04-22	292	A
USGS	11519500	2022-04-23	269	A
USGS	11519500	2022-04-24	263	A
USGS	11519500	2022-04-25	270	A
USGS	11519500	2022-04-26	295	A
USGS	11519500	2022-04-27	314	A
USGS	11519500	2022-04-28	311	A
USGS	11519500	2022-04-29	297	A
USGS	11519500	2022-04-30	313	A
USGS	11519500	2022-05-01	420	A
USGS	11519500	2022-05-02	431	A
USGS	11519500	2022-05-03	392	A
USGS	11519500	2022-05-04	358	A
USGS	11519500	2022-05-05	417	A
USGS	11519500	2022-05-06	740	A
USGS	11519500	2022-05-07	931	A
USGS	11519500	2022-05-08	759	A
USGS	11519500	2022-05-09	618	A
USGS	11519500	2022-05-10	525	A
USGS	11519500	2022-05-11	464	A
USGS	11519500	2022-05-12	420	A
USGS	11519500	2022-05-13	392	A
USGS	11519500	2022-05-14	409	A
USGS	11519500	2022-05-15	484	A
USGS	11519500	2022-05-16	575	A
USGS	11519500	2022-05-17	530	A
USGS	11519500	2022-05-18	506	A
USGS	11519500	2022-05-19	545	A
USGS	11519500	2022-05-20	525	A
USGS	11519500	2022-05-21	460	A
USGS	11519500	2022-05-22	417	A
USGS	11519500	2022-05-23	402	A
USGS	11519500	2022-05-24	405	A
USGS	11519500	2022-05-25	409	A
USGS	11519500	2022-05-26	430	A
USGS	11519500	2022-05-27	424	A
USGS	11519500	2022-05-28	397	A
USGS	11519500	2022-05-29	419	A
USGS	11519500	2022-05-30	383	A
USGS	11519500	2022-05-31	336	A
USGS	11519500	2022-06-01	310	A
USGS	11519500	2022-06-02	296	A
USGS	11519500	2022-06-03	291	A
USGS	11519500	2022-06-04	295	A
USGS	11519500	2022-06-05	454	A
USGS	11519500	2022-06-06	539	A
USGS	11519500	2022-06-07	423	A
USGS	11519500	2022-06-08	368	A
USGS	11519500	2022-06-09	342	A
USGS	11519500	2022-06-10	319	A
USGS	11519500	2022-06-11	308	A
USGS	11519500	2022-06-12	315	A
USGS	11519500	2022-06-13	340	A
USGS	11519500	2022-06-14	302	A
USGS	11519500	2022-06-15	263	A
USGS	11519500	2022-06-16	237	A
USGS	11519500	2022-06-17	220	A
USGS	11519500	2022-06-18	215	A
USGS	11519500	2022-06-19	211	A
USGS	11519500	2022-06-20	205	A
USGS	11519500	2022-06-21	194	A
USGS	11519500	2022-06-22	185	A
USGS	11519500	2022-06-23	175	A
USGS	11519500	2022-06-24	166	A
USGS	11519500	2022-06-25	153	A
USGS	11519500	2022-06-26	142	A
USGS	11519500	2022-06-27	130	A
USGS	11519500	2022-06-28	119	A
USGS	11519500	2022-06-29	106	A
USGS	11519500	2022-06-30	92.4	A
USGS	11519500	2022-07-01	84.0	A
USGS	11519500	2022-07-02	80.8	A
USGS	11519500	2022-07-03	82.9	A
USGS	11519500	2022-07-04	87.0	A
USGS	11519500	2022-07-05	94.2	A
USGS	11519500	2022-07-06	89.5	A
USGS	11519500	2022-07-07	82.3	A
USGS	11519500	2022-07-08	74.4	A
USGS	11519500	2022-07-09	68.8	A
USGS	11519500	2022-07-10	62.5	A
USGS	11519500	2022-07-11	56.5	A
USGS	11519500	2022-07-12	51.8	A
USGS	11519500	2022-07-13	45.9	A
USGS	11519500	2022-07-14	41.3	A
USGS	11519500	2022-07-15	36.6	A
USGS	11519500	2022-07-16	33.4	A
USGS	11519500	2022-07-17	30.1	A
USGS	11519500	2022-07-18	27.5	A
USGS	11519500	2022-07-19	27.2	A
USGS	11519500	2022-07-20	28.8	A
USGS	11519500	2022-07-21	27.5	A
USGS	11519500	2022-07-22	26.3	A
USGS	11519500	2022-07-23	26.8	A
USGS	11519500	2022-07-24	26.2	A
USGS	11519500	2022-07-25	25.8	A
USGS	11519500	2022-07-26	24.2	A
USGS	11519500	2022-07-27	23.0	A
USGS	11519500	2022-07-28	22.5	A
USGS	11519500	2022-07-29	21.1	A
USGS	11519500	2022-07-30	19.6	A
USGS	11519500	2022-07-31	17.9	A
USGS	11519500	2022-08-01	17.8	A
USGS	11519500	2022-08-02	17.7	A
USGS	11519500	2022-08-03	14.6	A
USGS	11519500	2022-08-04	12.7	A
USGS	11519500	2022-08-05	13.3	A
USGS	11519500	2022-08-06	12.9	A
USGS	11519500	2022-08-07	12.4	A
USGS	11519500	2022-08-08	11.5	A
USGS	11519500	2022-08-09	11.9	A
USGS	11519500	2022-08-10	9.96	A
USGS	11519500	2022-08-11	10.7	A
USGS	11519500	2022-08-12	10.6	A
USGS	11519500	2022-08-13	10.2	A
USGS	11519500	2022-08-14	10.6	A
USGS	11519500	2022-08-15	10.1	A
USGS	11519500	2022-08-16	9.32	A
USGS	11519500	2022-08-17	9.26	A
USGS	11519500	2022-08-18	9.28	A
USGS	11519500	2022-08-19	9.29	A
